temperature,steps,humidity,heart_rate,sleep_count,stress
37.0,10169.0,33.8,63.0,7.0,1
36.5,4966.0,51.4,80.0,6.3,1
37.2,1003.0,66.1,82.0,3.4,2
36.3,2777.0,63.4,61.0,5.2,1
36.7,14071.0,54.3,73.0,5.5,1
36.2,13143.0,55.7,88.0,9.9,1
37.7,4271.0,43.6,74.0,8.8,1
36.0,11897.0,57.4,84.0,7.9,1
36.8,9520.0,87.2,80.0,9.1,1
36.9,14593.0,81.0,61.0,7.9,1
36.8,6230.0,38.7,68.0,9.2,1
36.5,10540.0,31.8,70.0,2.4,1
36.5,1890.0,86.0,71.0,5.6,1
36.6,6547.0,61.6,79.0,8.0,1
36.5,14493.0,62.3,74.0,6.7,1
37.1,8546.0,76.8,41.0,3.4,1
37.7,5030.0,48.9,57.0,4.7,1
36.3,2684.0,58.9,48.0,4.5,1
35.9,10849.0,88.1,72.0,4.1,1
36.6,10028.0,70.3,72.0,4.7,1
37.9,6235.0,39.2,73.0,6.1,1
36.2,14313.0,38.0,60.0,8.8,0
37.4,1311.0,42.3,77.0,7.9,1
37.4,5252.0,76.0,77.0,8.7,1
36.3,13895.0,47.7,57.0,9.1,0
36.9,5493.0,31.3,55.0,5.3,1
37.4,4532.0,86.7,70.0,4.8,1
36.4,8479.0,40.2,88.0,2.5,1
36.5,12533.0,30.6,87.0,9.4,1
36.3,2444.0,44.2,76.0,2.5,1
36.1,14202.0,44.1,63.0,7.9,0
36.3,12131.0,55.3,79.0,5.0,0
36.0,3538.0,85.2,65.0,9.6,0
36.6,10968.0,82.8,62.0,5.4,1
36.2,6389.0,57.4,49.0,8.5,0
36.7,6632.0,54.7,71.0,4.3,1
35.8,11966.0,63.3,64.0,4.4,1
36.8,14479.0,44.6,71.0,6.8,1
37.0,2773.0,33.1,47.0,10.0,1
35.6,6889.0,86.4,72.0,6.1,0
36.8,7733.0,41.2,46.0,9.5,0
37.2,6268.0,41.9,81.0,8.3,1
36.0,6085.0,58.3,75.0,8.4,1
37.4,1732.0,59.5,67.0,5.5,1
36.8,10598.0,31.1,76.0,5.1,1
36.2,7107.0,38.9,60.0,3.5,1
36.6,3727.0,52.7,71.0,9.7,1
36.9,12424.0,71.0,78.0,9.7,1
36.6,12236.0,43.7,39.0,8.0,0
36.9,7809.0,55.4,66.0,4.4,1
36.1,5178.0,63.4,70.0,4.0,1
36.7,9933.0,83.3,68.0,9.9,1
35.9,5034.0,49.6,85.0,2.5,1
36.5,4304.0,38.0,59.0,8.7,1
36.1,11227.0,59.4,64.0,4.8,1
36.2,1565.0,74.8,51.0,5.4,1
37.2,2327.0,36.6,85.0,8.7,1
37.1,1095.0,55.5,68.0,2.7,1
36.9,3141.0,31.1,66.0,4.8,1
36.1,1966.0,32.0,69.0,9.6,0
36.4,14941.0,59.0,76.0,7.6,1
37.2,5043.0,47.9,73.0,8.0,1
36.7,3090.0,80.7,96.0,8.1,1
37.8,4374.0,66.1,75.0,2.5,2
36.8,14106.0,57.2,65.0,3.6,1
36.7,8282.0,54.5,64.0,5.9,1
36.4,6107.0,59.8,66.0,4.9,1
36.7,13227.0,32.4,55.0,5.3,0
36.5,6530.0,83.6,70.0,8.3,1
37.0,5690.0,89.9,78.0,2.1,1
37.1,3902.0,40.9,64.0,7.3,1
36.2,6289.0,37.2,62.0,2.0,1
35.9,5434.0,38.6,85.0,2.5,1
35.7,10482.0,69.7,56.0,5.3,0
36.9,5054.0,69.7,49.0,8.7,0
36.0,9081.0,80.9,58.0,3.2,1
35.5,1922.0,75.1,55.0,6.4,0
36.8,3678.0,57.0,74.0,7.4,1
37.8,6704.0,66.8,66.0,3.8,2
36.6,14117.0,71.3,68.0,6.1,1
37.0,6282.0,60.8,82.0,9.3,1
36.6,10297.0,58.5,63.0,6.1,1
36.6,4571.0,68.7,78.0,3.3,1
37.1,2778.0,63.4,85.0,7.0,1
36.5,1820.0,68.6,65.0,6.7,1
36.7,5276.0,66.8,77.0,2.2,1
36.8,3207.0,73.2,68.0,2.7,1
36.3,3436.0,68.6,79.0,3.3,1
37.1,11651.0,61.2,54.0,3.1,1
36.5,1222.0,70.9,54.0,4.1,1
36.2,8809.0,57.0,66.0,5.6,0
36.9,6312.0,44.5,61.0,5.0,1
36.2,8092.0,30.1,65.0,9.1,1
36.6,8880.0,63.6,68.0,6.9,1
36.6,5387.0,65.4,77.0,9.0,1
37.1,5132.0,88.3,66.0,6.2,1
36.8,11268.0,51.7,62.0,2.7,1
36.6,13198.0,53.6,66.0,5.7,1
37.0,3696.0,42.1,62.0,8.6,1
37.3,2367.0,34.2,61.0,3.6,1
36.9,13569.0,76.4,54.0,2.7,1
36.6,5899.0,45.0,71.0,4.6,1
35.9,8718.0,66.5,64.0,5.1,1
36.1,6034.0,71.3,80.0,4.5,1
36.4,2761.0,58.3,56.0,3.1,1
36.3,9251.0,82.6,65.0,4.0,1
36.5,8352.0,56.6,88.0,7.5,1
36.6,3842.0,47.1,61.0,5.1,1
36.9,7326.0,83.8,68.0,7.1,1
36.6,12157.0,81.7,58.0,6.3,0
36.8,9266.0,39.8,57.0,6.4,1
36.6,2357.0,31.6,85.0,4.0,1
35.6,8672.0,35.4,72.0,6.2,1
36.1,10838.0,47.2,71.0,2.2,1
36.5,12098.0,88.3,53.0,5.5,1
36.0,9808.0,63.5,74.0,6.6,1
36.9,3137.0,52.4,82.0,3.5,1
37.4,10942.0,83.3,81.0,4.1,2
37.2,10483.0,57.2,77.0,3.8,1
36.5,1342.0,48.9,59.0,2.6,1
37.3,6764.0,86.5,73.0,4.8,1
36.7,5661.0,81.0,77.0,9.8,1
36.4,10372.0,80.6,52.0,4.8,1
36.3,4026.0,60.7,59.0,5.7,0
36.4,9272.0,77.4,79.0,7.2,1
36.4,13785.0,40.8,79.0,7.2,1
36.7,12169.0,64.4,55.0,9.6,0
36.7,13900.0,89.0,78.0,8.9,1
36.6,14699.0,47.5,71.0,8.4,1
36.8,1149.0,77.7,78.0,9.6,1
37.2,9718.0,59.4,64.0,3.8,1
37.1,6780.0,32.4,76.0,6.9,1
35.9,13038.0,75.8,78.0,9.1,1
35.3,4525.0,40.1,66.0,7.0,0
37.1,14734.0,67.9,70.0,9.8,1
35.9,9592.0,35.1,64.0,2.8,0
36.5,12110.0,86.8,87.0,5.5,1
36.0,2198.0,47.5,69.0,9.8,0
35.7,3568.0,43.6,61.0,5.0,1
36.9,11618.0,37.7,63.0,7.9,1
37.0,1308.0,86.8,71.0,2.2,2
36.3,12436.0,72.7,78.0,7.6,1
35.3,1195.0,74.5,57.0,9.5,0
36.3,10200.0,60.0,88.0,5.1,1
36.8,6111.0,58.5,73.0,2.2,1
35.9,9561.0,36.6,75.0,2.2,1
36.7,10744.0,63.6,69.0,9.1,1
36.6,5795.0,44.8,70.0,7.8,1
36.9,2511.0,88.6,69.0,2.9,2
36.7,1975.0,77.8,80.0,2.4,2
36.1,9245.0,54.8,70.0,8.4,1
37.2,8289.0,39.1,78.0,8.5,1
36.5,11391.0,77.1,66.0,3.0,1
36.6,8136.0,37.3,72.0,4.4,1
36.1,6914.0,41.4,62.0,8.2,1
36.4,6573.0,42.7,82.0,6.2,1
36.2,1370.0,63.4,62.0,9.7,0
36.5,5698.0,77.2,67.0,5.8,1
37.5,14664.0,48.9,67.0,7.4,1
35.9,13230.0,35.1,66.0,6.1,1
35.8,5611.0,57.9,77.0,9.5,1
37.3,9229.0,74.9,67.0,5.2,1
36.5,12862.0,43.3,84.0,3.8,1
36.3,7178.0,43.2,62.0,4.6,1
37.1,1251.0,86.8,72.0,8.8,2
36.3,2043.0,87.2,62.0,6.0,1
37.5,8145.0,89.4,74.0,4.8,1
36.9,14572.0,78.5,70.0,6.4,1
36.4,10705.0,41.3,68.0,3.1,1
37.7,1993.0,42.7,82.0,2.0,2
36.3,3651.0,50.4,63.0,4.2,1
37.0,11799.0,49.1,76.0,6.8,1
36.7,12780.0,87.4,62.0,7.7,1
37.3,9648.0,77.3,71.0,8.6,1
37.4,10022.0,73.4,58.0,9.4,1
36.6,1397.0,41.2,63.0,5.3,1
36.2,12599.0,84.6,69.0,7.9,1
36.8,12036.0,79.7,88.0,2.6,2
36.3,4626.0,39.8,71.0,2.5,1
37.6,10921.0,82.3,87.0,3.0,2
36.7,4008.0,46.3,72.0,5.6,1
36.4,1565.0,34.9,66.0,3.7,1
36.7,3816.0,69.4,85.0,4.3,1
35.9,3501.0,69.2,74.0,7.2,1
36.1,5728.0,35.7,64.0,4.9,1
37.2,6858.0,49.1,75.0,6.5,1
36.3,8120.0,89.6,67.0,5.3,1
36.1,7675.0,70.7,50.0,3.4,1
36.9,4789.0,73.8,79.0,2.6,2
37.2,1408.0,42.8,81.0,3.9,2
37.0,9471.0,34.7,88.0,2.5,1
37.1,6540.0,46.6,74.0,6.9,1
36.2,5181.0,44.9,68.0,8.4,1
35.9,13137.0,44.1,78.0,4.7,0
37.4,11454.0,41.6,78.0,5.1,1
36.4,13009.0,64.5,86.0,8.5,1
36.5,7930.0,49.7,70.0,3.8,1
37.3,2833.0,79.2,68.0,3.0,1
36.9,10747.0,41.0,63.0,6.0,1
36.8,3885.0,57.9,75.0,7.2,1
37.7,7177.0,30.8,55.0,6.8,0
36.3,1910.0,58.9,78.0,7.7,1
37.1,12554.0,33.4,76.0,2.5,1
36.6,2763.0,88.7,76.0,5.4,2
36.7,13643.0,77.4,71.0,3.9,1
37.4,13099.0,59.4,85.0,8.1,1
36.9,7504.0,35.2,79.0,9.0,1
36.9,11421.0,65.5,64.0,4.3,1
37.1,9672.0,75.5,64.0,2.8,1
36.4,12243.0,41.4,61.0,4.0,1
36.2,7045.0,64.1,76.0,2.8,1
36.1,12001.0,78.9,60.0,4.6,1
35.6,7474.0,76.1,81.0,6.3,1
37.6,14174.0,78.2,83.0,9.8,2
36.0,7809.0,82.8,61.0,5.2,1
36.5,7477.0,86.3,68.0,3.8,1
36.5,11991.0,54.3,70.0,3.3,1
36.8,12502.0,64.1,79.0,3.4,1
37.0,8763.0,77.4,86.0,3.5,2
37.0,3517.0,71.8,53.0,8.1,1
36.3,7549.0,89.7,67.0,2.5,1
36.5,14553.0,30.8,67.0,10.0,0
36.7,11542.0,51.3,56.0,6.2,1
36.5,12356.0,46.9,65.0,6.4,1
37.4,1460.0,45.7,74.0,4.9,1
36.8,7550.0,43.4,67.0,7.5,1
37.0,10053.0,72.5,55.0,5.8,1
36.9,12620.0,35.1,99.0,4.6,2
37.2,1690.0,74.5,73.0,4.1,1
36.7,12934.0,71.6,71.0,9.4,1
36.0,8678.0,45.0,59.0,4.3,0
36.8,3762.0,45.2,73.0,5.5,1
36.3,5442.0,67.7,68.0,4.8,1
36.3,4947.0,75.7,51.0,2.7,1
36.9,8432.0,82.6,59.0,3.5,1
37.2,1724.0,81.1,78.0,3.5,2
36.6,3220.0,87.9,89.0,7.5,2
36.8,12378.0,64.9,74.0,5.3,1
37.5,2856.0,84.5,81.0,8.3,2
36.7,4268.0,78.5,68.0,7.7,1
37.9,7347.0,83.7,69.0,3.5,2
36.9,8240.0,30.7,81.0,6.5,1
35.7,11691.0,88.0,87.0,7.9,1
37.0,7263.0,58.4,83.0,7.1,1
36.8,12058.0,77.9,59.0,6.8,1
37.2,9657.0,37.6,69.0,7.9,1
36.9,2583.0,53.8,73.0,2.5,1
36.5,3189.0,46.3,67.0,7.9,1
36.0,7118.0,47.5,74.0,4.2,0
36.5,6556.0,37.4,78.0,6.6,1
36.2,11410.0,78.3,80.0,3.9,1
36.3,9130.0,30.6,87.0,8.7,1
36.9,6434.0,48.8,67.0,5.8,1
37.4,3391.0,40.5,56.0,7.1,1
36.8,4176.0,65.3,74.0,8.4,1
36.0,9057.0,45.3,89.0,9.2,1
36.8,6928.0,45.5,65.0,7.9,1
37.2,8209.0,59.3,77.0,3.2,1
36.3,3389.0,69.2,77.0,8.8,1
36.5,10281.0,37.3,72.0,6.9,1
36.6,12936.0,40.5,70.0,6.9,0
36.2,4611.0,44.8,61.0,9.4,0
36.9,7881.0,88.4,47.0,4.0,1
36.5,14657.0,53.8,59.0,3.9,1
36.8,5665.0,65.9,66.0,6.1,1
36.2,9331.0,44.5,81.0,8.0,1
36.4,2263.0,59.4,69.0,5.6,1
37.0,9484.0,34.4,65.0,7.1,1
36.4,2255.0,32.1,61.0,5.6,1
37.5,14429.0,58.1,77.0,6.9,1
36.4,11019.0,53.9,84.0,8.6,1
36.7,12034.0,38.2,81.0,3.4,0
37.1,10857.0,71.3,76.0,7.6,1
35.9,9256.0,89.6,55.0,8.3,1
35.7,7299.0,53.7,66.0,5.6,0
35.8,13017.0,67.5,89.0,4.6,1
37.2,14396.0,87.8,81.0,2.1,1
36.3,7987.0,79.9,55.0,8.4,0
37.9,14041.0,57.8,69.0,4.6,1
36.3,9167.0,74.2,74.0,4.9,1
36.7,8537.0,37.7,62.0,4.7,1
37.4,7363.0,60.7,47.0,6.0,1
37.6,3930.0,46.7,71.0,7.6,1
37.6,1052.0,39.7,62.0,8.2,1
37.2,4381.0,55.6,62.0,5.1,1
37.1,8136.0,37.9,66.0,7.3,1
36.9,6319.0,71.9,69.0,7.8,1
37.0,7279.0,57.4,70.0,4.4,1
36.3,14729.0,61.9,61.0,2.8,0
36.2,5904.0,38.8,68.0,9.2,1
36.6,7331.0,38.4,52.0,7.4,0
36.5,2869.0,65.0,73.0,7.2,1
36.4,1671.0,89.1,41.0,2.5,1
36.9,11856.0,35.8,67.0,8.5,1
37.1,8990.0,47.1,79.0,6.5,1
36.6,11650.0,82.2,59.0,8.8,1
37.3,3098.0,34.3,77.0,9.8,1
36.0,9006.0,82.6,82.0,9.7,1
36.5,4551.0,61.5,37.0,8.8,0
36.2,4193.0,54.5,68.0,2.1,1
35.7,1161.0,48.6,41.0,9.1,0
36.6,2825.0,47.8,69.0,2.6,1
36.5,5330.0,48.3,70.0,8.8,1
37.4,2636.0,83.1,45.0,4.2,1
36.9,14802.0,73.4,89.0,6.9,1
36.1,5321.0,70.2,73.0,2.3,1
37.5,2825.0,77.9,62.0,8.2,2
37.2,3787.0,45.4,85.0,2.9,1
36.9,9228.0,67.1,52.0,5.3,1
36.5,1897.0,57.6,58.0,8.5,1
36.1,13074.0,76.9,47.0,7.6,0
36.4,14461.0,48.6,88.0,2.0,1
37.1,4454.0,68.6,73.0,5.2,1
37.5,7301.0,82.9,77.0,2.3,2
37.4,1310.0,54.1,73.0,7.4,2
36.4,9970.0,34.0,76.0,9.8,0
36.0,6795.0,61.0,71.0,7.2,1
36.7,4781.0,50.8,73.0,3.8,1
35.7,3896.0,70.3,71.0,4.8,1
36.8,10156.0,87.1,64.0,9.8,1
36.5,6827.0,59.1,70.0,3.8,1
36.4,3515.0,58.0,73.0,6.5,1
35.8,10648.0,69.3,71.0,5.2,1
36.9,8911.0,36.2,55.0,8.1,1
36.3,13021.0,45.2,57.0,8.9,0
36.0,2645.0,85.1,81.0,4.7,1
35.2,11999.0,70.2,67.0,7.3,0
36.6,10429.0,30.8,76.0,6.4,1
37.5,2610.0,42.3,59.0,4.2,1
37.4,10727.0,71.0,55.0,4.2,1
36.4,7182.0,75.9,62.0,6.3,0
36.3,14230.0,80.4,68.0,3.2,1
36.8,2983.0,47.5,63.0,8.5,1
36.1,10000.0,85.9,83.0,2.6,1
36.8,6348.0,63.2,72.0,2.8,1
37.0,14395.0,71.8,88.0,4.7,1
37.2,5620.0,65.8,74.0,2.9,1
36.5,14471.0,37.4,46.0,5.8,0
36.5,13621.0,87.8,81.0,5.2,1
36.2,4785.0,37.4,55.0,7.8,1
36.2,12250.0,45.3,72.0,9.6,0
36.5,14938.0,78.8,62.0,8.0,1
36.8,4537.0,67.1,91.0,3.4,2
37.1,7115.0,80.3,84.0,9.5,1
36.2,8283.0,60.9,63.0,5.1,1
37.3,5129.0,52.6,69.0,5.8,1
36.5,1214.0,85.3,72.0,5.4,1
36.6,4082.0,32.2,79.0,4.2,1
36.2,4947.0,81.4,70.0,9.2,1
35.4,7210.0,43.8,60.0,4.7,1
37.0,3395.0,80.9,63.0,6.6,1
37.0,13226.0,38.4,70.0,3.9,1
36.5,10869.0,64.8,82.0,8.4,1
36.6,2193.0,83.3,74.0,8.2,1
36.9,10101.0,58.4,62.0,4.4,1
35.8,10151.0,74.8,76.0,7.5,1
36.3,14387.0,78.3,66.0,7.6,0
37.0,1042.0,74.2,79.0,6.5,2
36.0,4471.0,85.5,95.0,6.8,1
36.7,13989.0,56.8,66.0,6.6,1
35.9,14050.0,40.4,78.0,2.7,0
36.8,11088.0,32.9,63.0,7.4,0
36.6,11721.0,44.8,69.0,5.8,0
35.8,2281.0,38.6,70.0,5.5,1
37.2,8194.0,63.5,68.0,8.9,1
36.2,4242.0,41.1,95.0,2.2,1
36.2,3537.0,32.3,67.0,4.0,1
36.7,12344.0,32.2,76.0,3.0,1
37.2,2891.0,79.9,51.0,2.3,1
36.1,7561.0,65.5,74.0,4.2,1
36.6,14140.0,51.5,81.0,9.9,1
36.8,3602.0,83.7,65.0,4.2,1
36.9,14692.0,34.2,45.0,7.3,0
36.7,14920.0,88.8,70.0,2.9,1
36.4,8779.0,67.0,70.0,6.8,1
36.2,3382.0,41.0,77.0,9.9,1
36.6,5425.0,70.7,90.0,4.3,2
36.1,6943.0,75.8,66.0,8.8,1
35.1,5331.0,55.8,61.0,10.0,0
36.8,4929.0,81.7,58.0,6.7,1
37.1,14611.0,39.0,72.0,4.5,1
35.4,3147.0,46.7,75.0,7.4,0
36.1,11267.0,35.6,65.0,8.8,0
36.9,1006.0,42.7,78.0,3.4,1
37.6,9347.0,44.3,75.0,5.6,2
36.6,13823.0,85.1,70.0,4.6,1
36.2,5031.0,34.7,61.0,4.3,1
36.5,3597.0,55.6,65.0,8.9,1
37.3,10124.0,61.9,46.0,5.4,1
36.3,10976.0,83.9,72.0,4.7,1
36.2,10632.0,89.9,70.0,6.8,1
36.4,5470.0,75.2,72.0,3.8,2
36.1,4531.0,88.2,75.0,3.8,1
36.7,14383.0,77.2,74.0,6.2,1
37.4,13926.0,87.8,69.0,5.3,1
36.8,7402.0,72.4,70.0,4.4,1
36.5,12847.0,34.8,56.0,2.4,0
36.5,7333.0,54.1,64.0,6.2,1
35.8,6941.0,68.8,71.0,8.5,1
37.0,3195.0,51.0,63.0,8.8,1
36.6,6970.0,46.4,79.0,3.9,1
36.5,8524.0,64.6,63.0,6.8,1
38.2,1315.0,86.0,72.0,8.8,2
36.7,7218.0,32.1,71.0,5.3,1
36.2,11939.0,76.2,77.0,9.5,1
36.4,10521.0,73.4,79.0,9.2,1
37.2,9892.0,87.8,77.0,3.7,2
36.7,13734.0,85.8,49.0,4.1,1
35.9,1252.0,75.7,82.0,3.4,1
37.1,8799.0,61.2,85.0,3.6,1
36.3,12023.0,42.3,65.0,9.3,0
37.5,8579.0,62.7,72.0,9.4,2
37.1,5535.0,75.9,61.0,2.4,2
36.4,2908.0,83.7,51.0,6.7,0
37.2,13426.0,77.4,63.0,6.5,1
36.6,7591.0,41.7,65.0,5.1,1
37.0,13294.0,66.0,66.0,7.1,1
36.8,9202.0,49.9,60.0,9.6,1
36.2,10439.0,30.6,63.0,3.4,1
36.3,12260.0,42.0,70.0,3.0,1
37.1,10228.0,36.8,62.0,2.3,1
36.4,6573.0,80.6,75.0,4.9,1
36.4,8191.0,45.5,77.0,4.7,1
36.1,12243.0,47.1,94.0,5.4,1
36.8,6231.0,87.6,81.0,6.0,2
37.6,6434.0,52.7,72.0,8.1,1
36.1,2340.0,30.6,64.0,5.1,1
36.6,13804.0,47.0,73.0,4.6,1
37.3,2275.0,37.2,73.0,8.6,1
36.6,10075.0,36.2,65.0,8.8,1
36.8,6785.0,34.6,78.0,3.9,1
36.1,6679.0,65.6,56.0,4.5,1
36.8,10514.0,41.4,68.0,8.6,1
36.5,1939.0,51.7,76.0,2.6,1
37.1,9312.0,81.7,67.0,4.6,1
37.2,11808.0,55.5,68.0,5.6,1
37.9,12595.0,84.9,69.0,3.5,2
36.9,3387.0,59.9,62.0,3.4,1
36.8,13564.0,53.9,82.0,5.4,1
36.7,10186.0,75.0,60.0,8.0,1
36.4,13346.0,34.4,73.0,8.7,1
36.8,7794.0,35.4,74.0,9.8,1
36.5,8588.0,69.1,61.0,2.6,1
36.7,13867.0,59.2,71.0,3.7,1
37.3,13599.0,77.4,61.0,8.1,1
36.1,7274.0,85.0,84.0,6.3,1
37.2,4842.0,53.3,59.0,4.6,1
37.3,6504.0,65.8,63.0,3.6,1
36.5,6429.0,60.0,58.0,4.2,1
35.5,5016.0,88.9,56.0,5.4,1
36.3,4760.0,79.9,86.0,3.4,1
37.2,13055.0,84.7,75.0,9.7,1
36.6,1978.0,45.3,71.0,2.9,1
36.1,10487.0,76.4,63.0,9.9,1
36.3,3419.0,45.9,79.0,8.7,1
37.0,5823.0,42.5,62.0,5.4,1
36.9,1862.0,86.7,78.0,7.9,2
36.5,4780.0,31.2,61.0,7.4,0
36.4,11758.0,87.9,64.0,3.7,1
36.4,13390.0,39.0,78.0,4.7,1
36.1,4101.0,79.2,79.0,6.1,1
37.4,7490.0,46.6,76.0,7.1,1
36.4,7585.0,51.0,60.0,6.3,0
37.2,13230.0,43.0,66.0,5.8,1
37.4,11679.0,65.1,72.0,5.5,1
37.1,8183.0,50.9,62.0,6.0,1
36.4,10390.0,69.4,84.0,5.5,1
36.8,12863.0,30.9,46.0,6.3,0
36.6,1134.0,33.9,62.0,9.1,1
36.1,6640.0,36.0,65.0,7.1,1
36.8,13701.0,55.1,42.0,7.8,0
36.0,11364.0,78.9,56.0,6.8,1
37.2,8600.0,83.3,76.0,7.1,1
36.4,8415.0,44.7,70.0,6.6,1
36.7,5869.0,64.5,86.0,2.2,1
36.7,8287.0,76.1,85.0,10.0,2
36.5,10175.0,47.3,74.0,2.3,2
36.9,6857.0,54.5,73.0,5.2,1
36.4,10998.0,61.4,71.0,2.8,1
37.0,13057.0,38.1,43.0,2.8,1
35.9,3166.0,31.6,56.0,8.3,0
36.7,7322.0,39.2,71.0,5.4,1
37.6,6712.0,67.6,76.0,8.4,1
36.1,10625.0,34.4,73.0,4.2,1
36.3,4498.0,41.4,61.0,4.1,1
36.9,9964.0,50.3,79.0,4.0,1
36.7,13285.0,34.7,85.0,6.9,1
36.8,6854.0,41.5,79.0,8.5,1
36.8,13754.0,84.7,80.0,5.6,1
36.9,14904.0,31.2,64.0,5.0,1
37.2,2485.0,69.2,81.0,9.8,1
36.8,4263.0,53.1,71.0,2.9,1
36.5,14305.0,70.4,75.0,5.9,1
36.9,14417.0,65.3,74.0,5.3,1
37.5,2368.0,43.4,69.0,2.8,1
36.5,1210.0,80.8,61.0,4.1,1
36.1,3255.0,59.5,69.0,2.2,1
37.2,14944.0,79.4,80.0,9.0,1
36.5,3520.0,54.4,66.0,6.9,1
35.5,8036.0,89.1,79.0,8.5,0
37.0,12878.0,76.2,77.0,6.2,1
36.3,1286.0,88.0,67.0,6.8,1
36.6,9463.0,60.9,84.0,7.6,1
36.8,4878.0,58.4,66.0,9.3,1
36.7,13073.0,75.3,85.0,2.7,2
37.0,4968.0,82.8,74.0,4.6,2
36.4,10615.0,87.8,70.0,7.7,1
36.9,10439.0,49.5,61.0,9.7,0
36.5,4101.0,77.9,69.0,9.8,1
37.0,1487.0,42.6,68.0,7.1,1
36.9,6729.0,62.7,57.0,3.5,1
36.1,5049.0,40.8,68.0,3.0,1
37.1,12326.0,50.8,62.0,9.6,1
36.3,12205.0,85.9,76.0,5.5,1
37.0,7398.0,38.8,83.0,3.6,1
36.8,9491.0,67.9,58.0,9.5,1
37.5,9460.0,65.6,87.0,2.8,2
36.5,12580.0,37.2,69.0,7.8,0
36.4,6950.0,49.6,60.0,7.0,0
36.6,4856.0,63.8,78.0,2.7,1
36.4,4710.0,41.2,66.0,4.7,1
37.0,8507.0,78.0,69.0,3.2,1
35.8,7288.0,88.3,66.0,6.8,1
36.1,7162.0,42.9,62.0,5.8,0
36.1,2276.0,41.2,77.0,2.0,1
37.1,11060.0,57.3,67.0,9.8,1
37.5,3992.0,74.9,56.0,4.8,1
36.5,3757.0,46.9,76.0,4.1,1
36.5,6779.0,31.2,58.0,3.8,0
36.6,4189.0,62.5,58.0,3.3,1
37.2,9174.0,87.4,82.0,10.0,2
36.1,6200.0,53.5,58.0,4.4,1
36.7,7285.0,55.2,47.0,5.2,1
37.1,8520.0,88.1,76.0,9.0,1
36.9,3849.0,71.7,67.0,7.1,1
36.7,3181.0,73.2,68.0,4.9,1
37.1,13326.0,63.8,67.0,9.2,1
35.2,7072.0,88.5,72.0,8.0,1
36.9,6769.0,71.3,62.0,3.8,1
36.3,1499.0,83.7,85.0,7.1,1
35.7,7972.0,72.0,55.0,9.4,0
36.9,8758.0,74.1,74.0,6.0,1
37.3,8824.0,47.4,76.0,7.9,1
36.5,10898.0,48.2,62.0,9.8,0
37.1,3485.0,77.0,60.0,7.5,1
37.4,4531.0,47.8,80.0,2.8,1
37.3,12350.0,63.8,60.0,4.0,1
37.4,14260.0,45.0,64.0,6.8,1
37.0,2903.0,79.0,79.0,4.2,1
36.6,7967.0,36.6,70.0,9.7,1
35.8,3998.0,79.8,52.0,5.2,0
36.5,1841.0,66.2,87.0,5.7,1
36.2,5557.0,41.2,65.0,7.6,0
37.7,3012.0,62.5,66.0,6.2,2
36.5,10939.0,46.9,73.0,5.1,1
36.7,8472.0,49.4,76.0,2.6,1
36.9,3014.0,51.1,90.0,6.8,1
36.6,1129.0,33.8,53.0,8.9,1
37.4,12314.0,89.2,78.0,7.5,2
36.3,3467.0,31.9,77.0,5.1,1
36.7,9487.0,69.7,69.0,3.0,1
36.2,5717.0,52.3,78.0,8.5,1
35.9,9197.0,68.8,79.0,9.5,1
36.3,5419.0,51.4,56.0,5.1,1
36.6,2217.0,70.4,87.0,7.8,2
36.4,4121.0,73.8,54.0,5.3,1
36.3,3633.0,71.4,59.0,6.0,1
35.9,6992.0,36.8,67.0,8.7,0
36.6,10216.0,69.4,89.0,2.7,2
35.8,4693.0,46.8,67.0,6.2,1
37.0,1169.0,31.7,70.0,3.7,1
36.6,8265.0,54.9,84.0,4.7,1
35.9,9481.0,56.0,67.0,7.2,0
36.4,14480.0,58.0,58.0,2.2,1
36.2,9253.0,72.3,66.0,6.8,1
36.8,7596.0,48.5,84.0,4.3,1
37.3,9028.0,48.9,71.0,7.4,1
35.7,13991.0,33.6,89.0,3.1,1
36.7,12597.0,71.2,77.0,7.9,1
36.5,5522.0,64.1,64.0,7.2,1
36.9,4322.0,51.0,71.0,9.8,1
36.7,4677.0,72.3,61.0,9.3,1
36.2,8062.0,62.2,63.0,4.3,1
36.4,11417.0,58.2,115.0,2.2,2
36.2,8045.0,60.7,80.0,7.2,1
37.1,1949.0,68.2,79.0,6.8,2
36.6,11130.0,69.6,64.0,2.2,1
37.6,12284.0,47.3,86.0,3.0,1
36.6,5053.0,38.4,81.0,6.7,1
36.2,10298.0,39.4,89.0,9.3,1
35.8,6972.0,68.4,88.0,9.3,1
35.7,13448.0,82.4,55.0,3.2,0
35.8,12833.0,54.6,59.0,5.1,0
36.7,8356.0,40.2,60.0,2.3,1
36.9,10681.0,75.4,61.0,5.8,1
35.8,13367.0,79.9,73.0,8.0,0
37.0,7940.0,82.8,64.0,8.3,1
36.4,5386.0,66.4,91.0,6.0,2
36.7,11551.0,81.6,89.0,2.8,1
37.4,4081.0,30.9,70.0,5.1,1
37.0,6439.0,36.4,90.0,9.5,1
36.5,13120.0,35.6,85.0,3.8,1
36.2,11142.0,72.8,65.0,4.6,1
35.5,6653.0,34.2,50.0,8.0,0
36.2,4006.0,59.8,68.0,7.9,1
36.5,5984.0,58.4,64.0,9.3,1
36.1,4977.0,48.6,72.0,5.1,1
